,Demand,Solar,Wind,Hydro
10-20 15:00:00+02:00,6398.135299,1147.9,346,659.4
10-20 16:00:00+02:00,6354.892911,63.85,381.4,720
10-20 17:00:00+02:00,6565.955023,0.57,215.9,749.2
10-20 18:00:00+02:00,6595.795167,0.57,110.21,708
10-20 19:00:00+02:00,6442.450197,0.57,325.21,726.8
10-20 20:00:00+02:00,6216.608358,0.57,637.6,603.6
10-20 21:00:00+02:00,5850.838295,0.57,680.2,492.8
10-20 22:00:00+02:00,5514.304272,0.57,671,308.2
10-20 23:00:00+02:00,5277.415641,0.57,584.1,267.6
10-21 00:00:00+02:00,5134.261421,0.57,481.8,281.4
10-21 01:00:00+02:00,5055.613373,0.57,776.7,301.2
10-21 02:00:00+02:00,5030.799066,0.57,871.8,267.8
10-21 03:00:00+02:00,5079.715857,0.57,841.8,274.4
10-21 04:00:00+02:00,5277.077114,0.57,827.3,269.6
10-21 05:00:00+02:00,5590.757325,0.57,837.9,341.4
10-21 06:00:00+02:00,5690.662886,640.52,878.9,352
10-21 07:00:00+02:00,5844.481253,1338.73,876,447.8
10-21 08:00:00+02:00,6027.023087,1830.21,818.61,515.6
10-21 09:00:00+02:00,6165.57431,2116,694.02,607.4
10-21 10:00:00+02:00,6262.097583,2363.5,437.52,709.8
10-21 11:00:00+02:00,6306.279036,2423.1,228.51,673.2
10-21 12:00:00+02:00,6359.248997,2389.1,208.31,682
10-21 13:00:00+02:00,6374.422789,2240.6,115.3,722
10-21 14:00:00+02:00,6354.329731,1897.6,91.3,773.4
10-21 15:00:00+02:00,6294.519531,1242,46.4,674
10-21 16:00:00+02:00,6207.5007,42.66,48.01,658.2
10-21 17:00:00+02:00,6441.677324,0.57,118.12,677.8
10-21 18:00:00+02:00,6485.737967,0.57,155.52,680.4
10-21 19:00:00+02:00,6338.987864,0.57,112.3,536.6
10-21 20:00:00+02:00,6100.986444,0.57,98.8,437
10-21 21:00:00+02:00,5750.139736,0.57,79.81,324
10-21 22:00:00+02:00,5433.576441,0.57,69,276
10-21 23:00:00+02:00,5218.366976,0.57,128.3,309.2
10-22 00:00:00+02:00,5063.994384,0.57,157.3,307
10-22 01:00:00+02:00,5004.330769,0.57,124.5,279
10-22 02:00:00+02:00,4981.077397,0.57,224.51,291
10-22 03:00:00+02:00,5044.209665,0.57,271.2,274.6
10-22 04:00:00+02:00,5243.076864,0.57,255.3,269.2
10-22 05:00:00+02:00,5541.469755,0.57,435.8,401.2
10-22 06:00:00+02:00,5632.966641,753.11,616,406.2
10-22 07:00:00+02:00,5777.170459,1510.7,741.1,387.4
10-22 08:00:00+02:00,5955.139164,2074.9,875.8,478
10-22 09:00:00+02:00,6082.262409,2358,805.4,594.4
10-22 10:00:00+02:00,6198.744212,2483.1,376.8,613
10-22 11:00:00+02:00,6265.051967,2497.8,411.5,591.8
10-22 12:00:00+02:00,6330.335653,2414.2,429,619.4
10-22 13:00:00+02:00,6380.625282,2231.9,455.1,615.4
10-22 14:00:00+02:00,6371.439844,1910.6,437.6,624.6
10-22 15:00:00+02:00,6330.738422,1216.1,609.3,563.8
10-22 16:00:00+02:00,6276.134055,34.89,831.7,484.6
10-22 17:00:00+02:00,6483.1758,0.57,1236.3,467.2
10-22 18:00:00+02:00,6527.636655,0.57,1386.8,370.4
10-22 19:00:00+02:00,6383.408343,0.57,1940.1,343.4
10-22 20:00:00+02:00,6127.048503,0.57,2147,350.2
10-22 21:00:00+02:00,5762.591954,0.57,1936.1,250.4
10-22 22:00:00+02:00,5431.512186,0.57,2149.6,132
10-22 23:00:00+02:00,5214.993673,0.57,2134.6,161.6
10-23 00:00:00+02:00,5057.947927,0.57,2065.5,204.8
10-23 01:00:00+02:00,4996.627118,0.57,2110.7,200
10-23 02:00:00+02:00,4980.710889,0.57,2201.8,221.4
10-23 03:00:00+02:00,5038.674877,0.57,2156.9,189.6
10-23 04:00:00+02:00,5240.122573,0.57,2104.3,206
10-23 05:00:00+02:00,5552.650591,0.57,2195.2,236.4
10-23 06:00:00+02:00,5635.798154,732.11,2151,270.4
10-23 07:00:00+02:00,5773.028577,1449.7,2272,326.6
10-23 08:00:00+02:00,5955.00148,2006.5,2302.9,308
10-23 09:00:00+02:00,6111.102789,2264.9,2323.5,414.6
10-23 10:00:00+02:00,6231.558413,2387.3,2312.5,452.6
10-23 11:00:00+02:00,6325.369046,2416.1,2211,538.6
10-23 12:00:00+02:00,6421.797059,2359,2131.7,543.4
10-23 13:00:00+02:00,6488.72134,2180.2,2143.9,536.4
10-23 14:00:00+02:00,6480.647811,1661.2,2118.2,524.8
10-23 15:00:00+02:00,6439.193897,1173.8,2200.7,433.2
10-23 16:00:00+02:00,6352.349961,25.19,2222.6,454.2
10-23 17:00:00+02:00,6526.46935,0.57,2004.9,456.6
10-23 18:00:00+02:00,6573.84963,0.57,2228.6,390.6
10-23 19:00:00+02:00,6396.280153,0.57,2342.3,411.8
10-23 20:00:00+02:00,6160.184995,0.57,2393.7,325.6
10-23 21:00:00+02:00,5795.121296,0.57,2370.6,304
10-23 22:00:00+02:00,5462.169529,0.57,2332.1,283.6
10-23 23:00:00+02:00,5233.598803,0.57,2271.8,286.8
10-24 00:00:00+02:00,5088.550696,0.57,2269.9,198.2
10-24 01:00:00+02:00,5015.200359,0.57,2119.3,208.4
10-24 02:00:00+02:00,5002.088119,0.57,1856.1,202
10-24 03:00:00+02:00,5062.130422,0.57,1512.1,200.8
10-24 04:00:00+02:00,5266.575533,0.57,1450.5,173.2
10-24 05:00:00+02:00,5573.426381,0.57,1192.1,226.8
10-24 06:00:00+02:00,5665.963315,717.71,1073.5,242.4
10-24 07:00:00+02:00,5806.448535,1280.01,933.3,248.6
10-24 08:00:00+02:00,6013.902683,1646.81,884.1,285.2
10-24 09:00:00+02:00,6184.577039,1874.81,766.8,247.2
10-24 10:00:00+02:00,6329.897584,1995.51,511.4,272.4
10-24 11:00:00+02:00,6442.412384,2168.7,411.4,325.2
10-24 12:00:00+02:00,6559.396654,2059.5,351.7,463.2
10-24 13:00:00+02:00,6643.255653,1806.51,421.2,507.8
10-24 14:00:00+02:00,6661.927908,1514.31,385.41,418.4
10-24 15:00:00+02:00,6600.517866,965.2,460.71,434.8
10-24 16:00:00+02:00,6469.352973,19.92,473.7,427.8
10-24 17:00:00+02:00,6576.761851,0.57,337.6,429.4
10-24 18:00:00+02:00,6541.736559,0.57,357.2,469.2
10-24 19:00:00+02:00,6357.432268,0.57,316.4,442
10-24 20:00:00+02:00,6154.680786,0.57,201.3,405.8
10-24 21:00:00+02:00,5860.806286,0.57,144.51,300
10-24 22:00:00+02:00,5547.531162,0.57,119.91,250.2
10-24 23:00:00+02:00,5331.3476,0.57,113.5,255.4
10-25 00:00:00+02:00,5154.664496,0.57,110.8,161.6
10-25 01:00:00+02:00,5058.201493,0.57,194,179.2
10-25 02:00:00+02:00,5000.875772,0.57,159,168.4
10-25 03:00:00+02:00,5010.803823,0.57,111.8,180.4
10-25 04:00:00+02:00,5072.419151,0.57,83.4,157
10-25 05:00:00+02:00,5149.212584,0.57,94.8,166.6
10-25 06:00:00+02:00,5162.766213,695.01,112.81,244.2
10-25 07:00:00+02:00,5376.84732,1278.11,132.11,295
10-25 08:00:00+02:00,5606.972461,1653.31,117.21,357
10-25 09:00:00+02:00,5779.125119,2150.9,93.2,424.2
10-25 10:00:00+02:00,5889.079531,2378.9,27.72,456.8
10-25 11:00:00+02:00,5962.856371,2419.3,29.02,442
10-25 12:00:00+02:00,6034.369759,1989.31,42.02,452.8
10-25 13:00:00+02:00,6091.614361,2078.8,56.32,472.8
10-25 14:00:00+02:00,6118.677424,1802.5,72.02,524
10-25 15:00:00+02:00,6109.520851,1160.2,84.12,525.6
10-25 16:00:00+02:00,6091.42994,18.54,96.72,503.8
10-25 17:00:00+02:00,6307.592852,0.57,99.91,507.8
10-25 18:00:00+02:00,6310.936683,0.57,126.51,507.4
10-25 19:00:00+02:00,6152.594553,0.57,205.5,516.8
10-25 20:00:00+02:00,5956.637993,0.57,332.9,433.8
10-25 21:00:00+02:00,5731.822936,0.57,469.4,343.4
10-25 22:00:00+02:00,5477.105245,0.57,490.3,297
10-25 23:00:00+02:00,5266.686422,0.57,544.7,285.8
10-26 00:00:00+02:00,5106.056531,0.57,559.3,160.2
10-26 01:00:00+02:00,5013.875591,0.57,578.7,159
10-26 02:00:00+02:00,4961.416976,0.57,478.6,176.2
10-26 03:00:00+02:00,4959.097497,0.57,324.6,161.2
10-26 04:00:00+02:00,5002.065542,0.57,282.8,172.6
10-26 05:00:00+02:00,5024.411176,0.57,221.5,237
10-26 06:00:00+02:00,4998.542437,684.61,226.8,222.4
10-26 07:00:00+02:00,5183.46274,1426.3,149.5,299.8
10-26 08:00:00+02:00,5380.055555,1977.2,116.6,393.2
10-26 09:00:00+02:00,5570.156068,2231,212.5,432.4
10-26 10:00:00+02:00,5698.029359,2364.9,117.5,435.4
10-26 11:00:00+02:00,5800.488154,2393.1,59.7,456.2
10-26 12:00:00+02:00,5909.378699,2321.3,33.7,458.4
10-26 13:00:00+02:00,6017.753445,2145.4,14.91,463.6
10-26 14:00:00+02:00,6090.145246,1802.3,14.81,503
10-26 15:00:00+02:00,6127.969897,1132.5,46.91,583.2
10-26 16:00:00+02:00,6127.326372,16.34,73.31,641.2
10-26 17:00:00+02:00,6377.728664,0.57,39.21,567.6
10-26 18:00:00+02:00,6402.645845,0.57,174.91,390.2
10-26 19:00:00+02:00,6249.664624,0.57,636.6,376.2
10-26 20:00:00+02:00,6021.224247,0.57,668.6,288.4
10-26 21:00:00+02:00,5702.019755,0.57,429.7,233.8
10-26 22:00:00+02:00,5396.701744,0.57,495.9,247
10-26 23:00:00+02:00,5194.815252,0.57,809.6,251.6
10-27 00:00:00+02:00,5055.280684,0.57,829.2,232.4
10-27 01:00:00+02:00,4993.241891,0.57,812.5,299.2
10-27 02:00:00+02:00,4976.227531,0.57,766.8,259.6
10-27 03:00:00+01:00,5045.449488,0.57,801.5,277.8
10-27 04:00:00+01:00,5280.06723,0.57,731.1,275.2
10-27 05:00:00+01:00,5590.568907,0.57,650.9,289.8
10-27 06:00:00+01:00,5680.745746,653.61,603.6,323.4
10-27 07:00:00+01:00,5874.326142,1387.6,568.2,337.2
10-27 08:00:00+01:00,6101.173578,1907.9,484.1,357
10-27 09:00:00+01:00,6323.660353,2159.4,265.3,359.4
10-27 10:00:00+01:00,6525.22712,2295.6,146.01,547
10-27 11:00:00+01:00,6629.02125,2305,61.11,550.4
10-27 12:00:00+01:00,6802.788676,2262,56.01,537.4
10-27 13:00:00+01:00,6926.005916,2104.7,56.51,542
10-27 14:00:00+01:00,6942.230374,1766.9,47.91,607.8
10-27 15:00:00+01:00,6870.118339,1098.6,52.01,634
10-27 16:00:00+01:00,6766.818224,12.05,67.92,655
10-27 17:00:00+01:00,6902.310111,0.57,0.92,637
10-27 18:00:00+01:00,6841.105722,0.57,0.53,547
10-27 19:00:00+01:00,6672.549558,0.57,3.63,464.6
10-27 20:00:00+01:00,6348.821734,0.57,0.04,457.2
10-27 21:00:00+01:00,5969.16399,0.57,0.53,446.4
10-27 22:00:00+01:00,5593.860414,0.57,51.53,322
10-27 23:00:00+01:00,5366.050359,0.57,92.52,294.2
10-28 00:00:00+01:00,5203.145326,0.57,93.2,247.4
10-28 01:00:00+01:00,5128.936951,0.57,271.3,229
10-28 02:00:00+01:00,5093.128075,0.57,554.3,221
10-28 03:00:00+01:00,5151.707702,0.57,643.1,246
10-28 04:00:00+01:00,5371.787593,0.57,869.7,207
10-28 05:00:00+01:00,5731.3079,0.57,1159.8,283.8
10-28 06:00:00+01:00,5868.657352,442.57,1381,275.4
10-28 07:00:00+01:00,5975.8232,1167.61,1719.7,367.2
10-28 08:00:00+01:00,6168.431012,1621.2,1742.9,463.2
10-28 09:00:00+01:00,6341.816983,1800.1,1780.4,485.8
10-28 10:00:00+01:00,6484.389288,2054.9,1878,584.8
10-28 11:00:00+01:00,6532.458501,1996.5,2028,553
10-28 12:00:00+01:00,6581.075672,1912.8,1746.1,617
10-28 13:00:00+01:00,6623.703006,1859.9,1906.2,617.8
10-28 14:00:00+01:00,6609.095688,1502.22,1995.3,668.2
10-28 15:00:00+01:00,6541.664526,1037.8,2133.4,667.6
10-28 16:00:00+01:00,6465.562962,0.57,2091.6,686.6
10-28 17:00:00+01:00,6696.103428,0.57,1681.6,597.2
10-28 18:00:00+01:00,6691.319917,0.57,1634.8,584.6
10-28 19:00:00+01:00,6524.625952,0.57,1822.2,583.8
10-28 20:00:00+01:00,6254.986135,0.57,2039.8,488.8
10-28 21:00:00+01:00,5878.557032,0.57,1954.6,406.4
10-28 22:00:00+01:00,5546.167731,0.57,2163.9,307.6
10-28 23:00:00+01:00,5318.804595,0.57,2191.9,246.6
10-29 00:00:00+01:00,5184.763458,0.57,2164.5,280.6
10-29 01:00:00+01:00,5105.803037,0.57,2079.4,248.4
10-29 02:00:00+01:00,5075.798765,0.57,2084.5,265
10-29 03:00:00+01:00,5139.30709,0.57,2075.4,276.2
10-29 04:00:00+01:00,5359.39667,0.57,2052.5,262.2
10-29 05:00:00+01:00,5668.842901,0.57,1865.2,246.4
10-29 06:00:00+01:00,5778.457804,617.31,1952.2,328.2
10-29 07:00:00+01:00,5899.554529,1397.5,1874.9,352.2
10-29 08:00:00+01:00,6094.379869,1971.5,1682.3,407.4
10-29 09:00:00+01:00,6276.022195,2271.8,1387.4,396.2
10-29 10:00:00+01:00,6422.891853,2418.9,1075.91,530.8
10-29 11:00:00+01:00,6504.079022,2443.9,953.7,579
10-29 12:00:00+01:00,6560.702322,2385.9,812.9,585.6
10-29 13:00:00+01:00,6578.76967,2187.5,721.2,586.2
10-29 14:00:00+01:00,6531.071344,1795.9,752.7,583
10-29 15:00:00+01:00,6459.916293,1099.9,633.7,525.2
10-29 16:00:00+01:00,6405.349526,0.57,572.31,503.4
10-29 17:00:00+01:00,6650.018143,0.57,712.6,500
10-29 18:00:00+01:00,6630.766754,0.57,721.4,476
10-29 19:00:00+01:00,6486.972163,0.57,804.8,400.6
10-29 20:00:00+01:00,6239.188852,0.57,901.4,310.6
10-29 21:00:00+01:00,5880.086611,0.57,981.8,291.2
10-29 22:00:00+01:00,5540.889946,0.57,827.5,280.2
10-29 23:00:00+01:00,5295.251562,0.57,674.8,309.2
10-30 00:00:00+01:00,5152.150027,0.57,593.7,194.2
10-30 01:00:00+01:00,5079.532586,0.57,657.7,212.2
10-30 02:00:00+01:00,5052.262331,0.57,645.3,163.2
10-30 03:00:00+01:00,5112.501352,0.57,618.3,172
10-30 04:00:00+01:00,5327.006733,0.57,671.7,172
10-30 05:00:00+01:00,5644.860059,0.57,822.3,187.2
10-30 06:00:00+01:00,5730.450574,637.41,827.8,202.4
10-30 07:00:00+01:00,5842.272815,1433.1,1006.1,251.6
10-30 08:00:00+01:00,5987.501903,2016.4,966.4,397.6
10-30 09:00:00+01:00,6111.090488,2293.3,859.6,394.2
10-30 10:00:00+01:00,6215.58827,2420.9,431.5,472.6
10-30 11:00:00+01:00,6324.956627,2435.5,212.3,560.8
10-30 12:00:00+01:00,6325.778076,2357.1,269.3,552.4
10-30 13:00:00+01:00,6335.853871,2169.4,398.1,553.2
10-30 14:00:00+01:00,6340.061178,1799.6,394.9,574.2
10-30 15:00:00+01:00,6288.660651,1084.3,397.8,582.2
10-30 16:00:00+01:00,6235.751212,0.57,319.6,505.4
10-30 17:00:00+01:00,6497.990157,0.57,61.5,486.8
10-30 18:00:00+01:00,6487.838139,0.57,124.91,468.6
10-30 19:00:00+01:00,6357.081235,0.57,238.4,373.4
10-30 20:00:00+01:00,6115.159786,0.57,404.8,307.6
10-30 21:00:00+01:00,5788.555248,0.57,489,314.4
10-30 22:00:00+01:00,5464.443476,0.57,614.9,297.6
10-30 23:00:00+01:00,5263.803236,0.57,725.6,239.4
10-31 00:00:00+01:00,5116.741189,0.57,818,244.4
10-31 01:00:00+01:00,5054.210792,0.57,927,193
10-31 02:00:00+01:00,5031.847036,0.57,917.4,194.6
10-31 03:00:00+01:00,5089.781538,0.57,1200.2,256.4
10-31 04:00:00+01:00,5279.502079,0.57,1207.4,277.2
10-31 05:00:00+01:00,5538.085185,0.57,1105.3,297.4
10-31 06:00:00+01:00,5616.967014,606.61,1177.3,327.8
10-31 07:00:00+01:00,5752.06382,1397.6,1219.2,224.4
10-31 08:00:00+01:00,5939.852014,1950.7,1166.8,363
10-31 09:00:00+01:00,6079.226903,2212.5,939.4,327.8
10-31 10:00:00+01:00,6208.381621,2349.1,536,433.2
10-31 11:00:00+01:00,6267.768464,2377.7,595,431.4
10-31 12:00:00+01:00,6346.534286,2306.4,619.6,486.6
10-31 13:00:00+01:00,6401.789078,2114,611.3,504.4
10-31 14:00:00+01:00,6415.156242,1755,557.2,494.2
10-31 15:00:00+01:00,6346.623751,1052,472.8,504.2
10-31 16:00:00+01:00,6296.220057,0.57,428.3,560.2
10-31 17:00:00+01:00,6492.487259,0.57,192.41,557.4
10-31 18:00:00+01:00,6432.225279,0.57,283.6,549.6
10-31 19:00:00+01:00,6275.04252,0.57,469.5,394.8
10-31 20:00:00+01:00,6057.921997,0.57,516.3,300.6
10-31 21:00:00+01:00,5781.756394,0.57,319.71,299
10-31 22:00:00+01:00,5479.904646,0.57,249.81,294
10-31 23:00:00+01:00,5277.682205,0.57,189.91,223.6
11-01 00:00:00+01:00,5077.535995,0.57,172.02,181.4
11-01 01:00:00+01:00,5102.148005,0.57,177.92,182.6
11-01 02:00:00+01:00,5010.680181,0.57,270.61,179.8
11-01 03:00:00+01:00,5022.033714,0.57,503.71,185.6
11-01 04:00:00+01:00,5096.561384,0.57,672.4,184.6
11-01 05:00:00+01:00,5173.91206,0.57,852.5,213.8
11-01 06:00:00+01:00,5215.461748,584.21,1076.8,210.4
11-01 07:00:00+01:00,5379.678292,1236.41,1314.1,178.8
11-01 08:00:00+01:00,5592.23999,1687.2,1353.9,354.6
11-01 09:00:00+01:00,5739.851409,1940.9,1224.6,371.2
11-01 10:00:00+01:00,5840.764802,1924.11,737.9,412.6
11-01 11:00:00+01:00,5904.301145,2101.4,259.8,471.6
11-01 12:00:00+01:00,5945.730158,2091.2,354.2,434.6
11-01 13:00:00+01:00,5991.940705,1921.1,398.9,483.6
11-01 14:00:00+01:00,6021.443429,1717.1,420.4,537.6
11-01 15:00:00+01:00,6020.730039,1012,410,515.4
11-01 16:00:00+01:00,6046.476239,0.57,445.5,610
11-01 17:00:00+01:00,6290.080169,0.57,541.2,607.2
11-01 18:00:00+01:00,6236.654286,0.57,700.4,599.4
11-01 19:00:00+01:00,6105.619139,0.57,1427.7,487.2
11-01 20:00:00+01:00,5927.678827,0.57,1318.9,380.2
11-01 21:00:00+01:00,5667.819523,0.57,1442.1,335.8
11-01 22:00:00+01:00,5434.570125,0.57,1231.9,267
11-01 23:00:00+01:00,5242.35589,0.57,1393.1,271.8
11-02 00:00:00+01:00,5118.154897,0.57,1400.1,266.4
11-02 01:00:00+01:00,5002.681399,0.57,1508.8,310.4
11-02 02:00:00+01:00,4890.182119,0.57,1770.2,247
11-02 03:00:00+01:00,4860.548371,0.57,1786.8,237.6
11-02 04:00:00+01:00,4879.250776,0.57,1846.3,246.8
11-02 05:00:00+01:00,4915.432984,0.57,1722.3,293.2
11-02 06:00:00+01:00,4939.313626,580.21,1783.4,302.2
11-02 07:00:00+01:00,5008.114834,1240.31,2090.6,361.8
11-02 08:00:00+01:00,5181.934837,1720.6,2137.2,386.8
11-02 09:00:00+01:00,5367.090849,2108,2200,386.8
11-02 10:00:00+01:00,5496.142447,2170.1,2363.1,427.8
11-02 11:00:00+01:00,5570.291727,2244.6,2298.5,485.6
11-02 12:00:00+01:00,5631.870013,2165.3,2167,482.6
11-02 13:00:00+01:00,5663.970141,1996.5,2325,484.2
11-02 14:00:00+01:00,5698.312306,1438.21,2264.5,490.2
11-02 15:00:00+01:00,5721.088328,865.7,2325.7,631.2
11-02 16:00:00+01:00,5779.900463,0.57,2261.8,699.4
11-02 17:00:00+01:00,6072.818469,0.57,2224.3,746.6
11-02 18:00:00+01:00,6223.302508,0.57,2103,655.8
11-02 19:00:00+01:00,6119.235574,0.57,1934.2,567.8
11-02 20:00:00+01:00,5979.391322,0.57,1898.9,596.6
11-02 21:00:00+01:00,5765.391899,0.57,1430.6,351.2
11-02 22:00:00+01:00,5525.544457,0.57,1405.9,343.4
11-02 23:00:00+01:00,5283.48957,0.57,963.2,320.6
11-03 00:00:00+01:00,5075.147623,0.57,1143,307.6
11-03 01:00:00+01:00,5024.297404,0.57,1416.2,347.8
11-03 02:00:00+01:00,4988.892939,0.57,1375.1,259.8
11-03 03:00:00+01:00,5003.448002,0.57,1174.9,258.6
11-03 04:00:00+01:00,5117.519404,0.57,1143.1,270.8
11-03 05:00:00+01:00,5350.425906,0.57,1174.9,279
11-03 06:00:00+01:00,5544.235075,546.54,642.2,325.2
11-03 07:00:00+01:00,5727.453693,1269.31,340.9,297.6
11-03 08:00:00+01:00,5871.098959,1771.2,258.51,315.8
11-03 09:00:00+01:00,6002.892171,2109.8,233.52,363.6
11-03 10:00:00+01:00,6093.133436,2319,590.12,464
11-03 11:00:00+01:00,6172.497565,2366.6,467.62,532.2
11-03 12:00:00+01:00,6216.521164,2101.9,343.41,521
11-03 13:00:00+01:00,6258.864881,1936.7,297.42,574.6
11-03 14:00:00+01:00,6283.027519,1453.91,175.32,555.8
11-03 15:00:00+01:00,6251.78335,834.01,136.71,579.6
11-03 16:00:00+01:00,6296.330196,0.57,104.1,569.2
11-03 17:00:00+01:00,6578.389143,0.57,132.6,572.6
11-03 18:00:00+01:00,6518.407272,0.57,115.5,575.4
11-03 19:00:00+01:00,6383.216119,0.57,130.7,586.8
11-03 20:00:00+01:00,6209.10249,0.57,128.3,554.6
11-03 21:00:00+01:00,5936.984794,0.57,84.5,477.4
11-03 22:00:00+01:00,5614.965961,0.57,73.81,305.2
11-03 23:00:00+01:00,5365.936328,0.57,93.31,332.6
11-04 00:00:00+01:00,5170.531282,0.57,89.41,351
11-04 01:00:00+01:00,5097.803449,0.57,57.51,243.2
11-04 02:00:00+01:00,5048.72975,0.57,40.81,236.8
11-04 03:00:00+01:00,5045.205461,0.57,28.41,254.4
11-04 04:00:00+01:00,5146.688849,0.57,17.71,282
11-04 05:00:00+01:00,5381.219658,0.57,4.82,252
11-04 06:00:00+01:00,5596.285825,518.55,6.01,242.4
11-04 07:00:00+01:00,5742.739521,1248.42,6.81,298.2
11-04 08:00:00+01:00,5893.582917,1798.1,22.81,318.6
11-04 09:00:00+01:00,6017.053825,2103.4,41.52,478.4
11-04 10:00:00+01:00,6094.969989,2325.1,18.92,482.8
11-04 11:00:00+01:00,6150.218558,2371.4,30.02,493.4
11-04 12:00:00+01:00,6185.666141,2300.7,57.82,511.4
11-04 13:00:00+01:00,6221.296043,2120.9,82.8,569.6
11-04 14:00:00+01:00,6235.685765,1720.2,128.9,662.2
11-04 15:00:00+01:00,6215.849508,914.8,216.1,667.6
11-04 16:00:00+01:00,6235.017346,0.57,276.9,663
11-04 17:00:00+01:00,6435.030921,0.57,104.21,699.6
11-04 18:00:00+01:00,6296.914432,0.57,196.6,718.6
11-04 19:00:00+01:00,6190.799643,0.57,479.1,607
11-04 20:00:00+01:00,6086.167329,0.57,547.6,595.8
11-04 21:00:00+01:00,5857.118007,0.57,588.8,484
11-04 22:00:00+01:00,5562.871849,0.57,556.6,354.8
11-04 23:00:00+01:00,5343.99478,0.57,672.2,321.4
11-05 00:00:00+01:00,5165.834046,0.57,790.1,282.6
11-05 01:00:00+01:00,5094.250807,0.57,655.5,328.2
11-05 02:00:00+01:00,5048.368841,0.57,516.8,217.8
11-05 03:00:00+01:00,5060.067123,0.57,551.9,257
11-05 04:00:00+01:00,5183.370351,0.57,576.5,211
11-05 05:00:00+01:00,5383.476641,0.57,524.1,217
11-05 06:00:00+01:00,5576.68746,551.71,544,412.8
11-05 07:00:00+01:00,5718.741659,1259.21,545.9,542
11-05 08:00:00+01:00,5861.027947,1866.7,516.6,565.8
11-05 09:00:00+01:00,5985.109093,2203.5,498.2,581
11-05 10:00:00+01:00,6062.576759,2262.9,324.1,588
11-05 11:00:00+01:00,6123.147951,2332.9,265.3,590.4
11-05 12:00:00+01:00,6169.782841,2037.6,192.61,595.6
11-05 13:00:00+01:00,6167.40528,1769.71,149.7,604.6
11-05 14:00:00+01:00,6186.343176,1527.11,128.1,595.2
11-05 15:00:00+01:00,6157.28238,748.61,104.3,598.6
11-05 16:00:00+01:00,6236.716506,0.57,84.5,597.6
11-05 17:00:00+01:00,6540.278523,0.57,213.1,612.8
11-05 18:00:00+01:00,6488.778698,0.57,363.2,612.2
11-05 19:00:00+01:00,6368.507919,0.57,615.1,593.8
11-05 20:00:00+01:00,6206.352953,0.57,926.7,551
11-05 21:00:00+01:00,5929.805651,0.57,927.6,486.4
11-05 22:00:00+01:00,5664.161232,0.57,863.2,322.8
11-05 23:00:00+01:00,5414.181322,0.57,858.5,305
11-06 00:00:00+01:00,5199.843394,0.57,895.8,264.4
11-06 01:00:00+01:00,5087.378,0.57,899.7,267.6
11-06 02:00:00+01:00,5023.444966,0.57,879,344.2
11-06 03:00:00+01:00,5033.121817,0.57,875.7,359.8
11-06 04:00:00+01:00,5134.658578,0.57,850.5,381
11-06 05:00:00+01:00,5407.881194,0.57,909.8,350.8
11-06 06:00:00+01:00,5602.405149,484.21,910,367.4
11-06 07:00:00+01:00,5742.118365,1279.6,938.2,379.4
11-06 08:00:00+01:00,5857.420933,1827.7,896.6,544.8
11-06 09:00:00+01:00,5991.267615,2102.8,767.1,589
11-06 10:00:00+01:00,6072.753257,2247.2,672,610
11-06 11:00:00+01:00,6133.830251,2265.7,350.5,601.8
11-06 12:00:00+01:00,6118.7309,2177.9,231.4,605
11-06 13:00:00+01:00,6149.118774,2058.8,236.6,602
11-06 14:00:00+01:00,6173.174044,1719.4,377.4,600.6
11-06 15:00:00+01:00,6198.893579,1015,638.7,608.2
11-06 16:00:00+01:00,6264.386693,0.57,740.9,600.2
11-06 17:00:00+01:00,6553.148351,0.57,865.2,510.6
11-06 18:00:00+01:00,6503.184265,0.57,1047.6,495.4
11-06 19:00:00+01:00,6373.740631,0.57,1171.9,500
11-06 20:00:00+01:00,6217.157666,0.57,1198.51,502.4
11-06 21:00:00+01:00,5953.98991,0.57,1324.5,500.6
11-06 22:00:00+01:00,5667.39227,0.57,1574.5,330
11-06 23:00:00+01:00,5419.305734,0.57,1666,295.6
11-07 00:00:00+01:00,5199.329233,0.57,1843.7,303
11-07 01:00:00+01:00,5112.422967,0.57,1956.9,255.8
11-07 02:00:00+01:00,5051.722152,0.57,1960.6,307.6
11-07 03:00:00+01:00,5050.575553,0.57,1904.6,351.8
11-07 04:00:00+01:00,5145.405787,0.57,1872.2,333.6
11-07 05:00:00+01:00,5407.402229,0.57,1946.2,365.4
11-07 06:00:00+01:00,5597.963202,490.1,1939.3,383.2
11-07 07:00:00+01:00,5745.760142,1170.65,1932.1,456.2
11-07 08:00:00+01:00,5883.64731,1625.1,1885.3,579.4
11-07 09:00:00+01:00,6026.058387,1787.1,1850.2,589.4
11-07 10:00:00+01:00,6103.879383,1864.1,1712.9,591.4
11-07 11:00:00+01:00,6166.413033,2142.9,1529.1,592.4
11-07 12:00:00+01:00,6188.365119,2096,1796.2,592.8
11-07 13:00:00+01:00,6215.590234,2083,1513.6,595.4
11-07 14:00:00+01:00,6221.91843,1722.41,1375.8,589.4
11-07 15:00:00+01:00,6182.472791,905.31,1295.7,592.8
11-07 16:00:00+01:00,6240.559504,0.57,1138.8,592.4
11-07 17:00:00+01:00,6474.737776,0.57,1130.4,571.8
11-07 18:00:00+01:00,6388.996374,0.57,1715.1,454.8
