,Demand,Solar,Wind,Hydro
01-18 20:00:00+01:00,6138.577881,0.57,138.1,346.6
01-18 21:00:00+01:00,6004.508719,0.57,194.1,294.4
01-18 22:00:00+01:00,5835.948777,0.57,224.5,266.6
01-18 23:00:00+01:00,5700.562297,0.57,353.8,222.2
01-19 00:00:00+01:00,5528.270807,0.57,307.3,205.8
01-19 01:00:00+01:00,5455.994158,0.57,295.9,160.6
01-19 02:00:00+01:00,5434.334364,0.57,330.61,162.2
01-19 03:00:00+01:00,5441.033084,0.57,316,212.2
01-19 04:00:00+01:00,5499.298732,0.57,274.7,171.4
01-19 05:00:00+01:00,5601.714706,0.57,270.7,159.4
01-19 06:00:00+01:00,5726.346333,0.57,357.8,146
01-19 07:00:00+01:00,5746.266302,910.81,437.6,263.4
01-19 08:00:00+01:00,5771.808432,1471.01,437.2,145.4
01-19 09:00:00+01:00,5749.754633,1815.4,492.3,159.8
01-19 10:00:00+01:00,5702.780138,2333.6,362.3,159.2
01-19 11:00:00+01:00,5655.233448,2440.1,271.9,151.8
01-19 12:00:00+01:00,5592.744873,2410.4,288.2,160.8
01-19 13:00:00+01:00,5538.490453,2263.1,282.2,152.8
01-19 14:00:00+01:00,5492.039557,1930.1,252.4,155
01-19 15:00:00+01:00,5510.636172,1302.9,185.4,149.2
01-19 16:00:00+01:00,5654.479641,58.64,87.6,156.2
01-19 17:00:00+01:00,6155.549886,0.57,366.1,168.6
01-19 18:00:00+01:00,6331.267556,0.57,576.2,176.6
01-19 19:00:00+01:00,6300.481817,0.57,629.1,182.4
01-19 20:00:00+01:00,6183.775912,0.57,909.9,196.4
01-19 21:00:00+01:00,5966.964743,0.57,1227.7,172.6
01-19 22:00:00+01:00,5713.519971,0.57,1412,178.6
01-19 23:00:00+01:00,5511.701897,0.57,1441.3,207
01-20 00:00:00+01:00,5364.927471,0.57,1427.6,171.2
01-20 01:00:00+01:00,5323.643718,0.57,1610.8,148.2
01-20 02:00:00+01:00,5318.803406,0.57,1695.3,183.4
01-20 03:00:00+01:00,5373.72658,0.57,1663.1,150.6
01-20 04:00:00+01:00,5538.68583,0.57,1722.3,149.8
01-20 05:00:00+01:00,5883.531647,0.57,1621.7,143.8
01-20 06:00:00+01:00,6208.504359,0.57,1489.2,136.8
01-20 07:00:00+01:00,6192.400281,918.21,1447.5,176.6
01-20 08:00:00+01:00,6170.443516,1654.7,1502.6,139.8
01-20 09:00:00+01:00,6162.063567,2155.2,1453.2,156.2
01-20 10:00:00+01:00,6135.117173,2367.6,1142.6,148.6
01-20 11:00:00+01:00,6097.211848,2465.2,612.5,150
01-20 12:00:00+01:00,6059.51551,2429,349.1,153.8
01-20 13:00:00+01:00,6015.848537,2279.5,300,167.6
01-20 14:00:00+01:00,5978.037717,1978.3,215.2,185
01-20 15:00:00+01:00,5958.184861,1353.7,148.9,232.4
01-20 16:00:00+01:00,6055.203715,81.92,186.1,159.4
01-20 17:00:00+01:00,6536.287926,0.57,128.9,147.8
01-20 18:00:00+01:00,6640.447099,0.57,135.7,217.2
01-20 19:00:00+01:00,6537.199159,0.57,167.4,197
01-20 20:00:00+01:00,6375.677496,0.57,175.3,206.8
01-20 21:00:00+01:00,6076.529481,0.57,234.2,192.6
01-20 22:00:00+01:00,5752.205751,0.57,348.8,213.4
01-20 23:00:00+01:00,5505.178306,0.57,479.3,212.8
01-21 00:00:00+01:00,5340.901189,0.57,533.8,167
01-21 01:00:00+01:00,5275.061582,0.57,491.9,155.8
01-21 02:00:00+01:00,5263.813607,0.57,478.7,217.2
01-21 03:00:00+01:00,5304.923027,0.57,429.7,229.8
01-21 04:00:00+01:00,5467.542184,0.57,544.9,225.8
01-21 05:00:00+01:00,5774.328878,0.57,678.9,244.6
01-21 06:00:00+01:00,6096.558086,0.57,800.5,209.8
01-21 07:00:00+01:00,6083.381938,904.21,820.5,201
01-21 08:00:00+01:00,6102.383143,1618.9,952.4,233.6
01-21 09:00:00+01:00,6117.310866,2080.1,1098,230.8
01-21 10:00:00+01:00,6105.606636,2305,1141.5,232.4
01-21 11:00:00+01:00,6114.575479,2409.8,991,203.6
01-21 12:00:00+01:00,6089.387869,2384.2,593.8,203.2
01-21 13:00:00+01:00,6084.929323,2254.5,526.7,204.4
01-21 14:00:00+01:00,6056.90771,1969.2,709.6,242.2
01-21 15:00:00+01:00,6016.904097,1314.7,847.1,295.6
01-21 16:00:00+01:00,6062.418883,87.68,895,293.8
01-21 17:00:00+01:00,6530.916014,0.57,1122.3,295
01-21 18:00:00+01:00,6634.857495,0.57,1296.2,375.4
01-21 19:00:00+01:00,6520.750019,0.57,1302.9,380.4
01-21 20:00:00+01:00,6306.390489,0.57,1317.7,290.8
01-21 21:00:00+01:00,6022.045817,0.57,1317.9,319.2
01-21 22:00:00+01:00,5698.880812,0.57,1303,225.6
01-21 23:00:00+01:00,5451.875632,0.57,1286,229.8
01-22 00:00:00+01:00,5297.349544,0.57,1289.61,250.2
01-22 01:00:00+01:00,5238.978133,0.57,1313.61,203.4
01-22 02:00:00+01:00,5223.966094,0.57,1301.11,209.6
01-22 03:00:00+01:00,5255.150277,0.57,1283.7,208.2
01-22 04:00:00+01:00,5396.303965,0.57,1161,192.6
01-22 05:00:00+01:00,5721.824999,0.57,1083.1,211.2
01-22 06:00:00+01:00,6079.612985,0.57,1146.9,194.2
01-22 07:00:00+01:00,6109.506453,792.13,1222.4,260.2
01-22 08:00:00+01:00,6052.524307,1311.52,1519.1,215.4
01-22 09:00:00+01:00,6057.280304,1668.11,1608.3,231.6
01-22 10:00:00+01:00,6041.105672,1823.4,1415.5,228.6
01-22 11:00:00+01:00,6042.011855,1917.81,949.1,227.4
01-22 12:00:00+01:00,6007.794602,1977,628.71,222.4
01-22 13:00:00+01:00,5979.796673,2158.8,507.41,218.6
01-22 14:00:00+01:00,5943.739796,1897.2,455.21,214.2
01-22 15:00:00+01:00,5922.008031,1234.02,657,243.4
01-22 16:00:00+01:00,6017.675977,96.4,700.6,296.4
01-22 17:00:00+01:00,6464.658881,0.57,893,311
01-22 18:00:00+01:00,6577.181574,0.57,1566.5,348.8
01-22 19:00:00+01:00,6491.518294,0.57,1413.2,330.4
01-22 20:00:00+01:00,6324.655788,0.57,1548.2,242.6
01-22 21:00:00+01:00,6040.421264,0.57,2006.3,233.2
01-22 22:00:00+01:00,5727.406986,0.57,1736.2,204.6
01-22 23:00:00+01:00,5508.976527,0.57,2041.1,259.8
01-23 00:00:00+01:00,5361.78607,0.57,1801.9,274.4
01-23 01:00:00+01:00,5321.546453,0.57,1769,226.6
01-23 02:00:00+01:00,5321.569645,0.57,1955.2,219.8
01-23 03:00:00+01:00,5366.330579,0.57,2274.3,200.8
01-23 04:00:00+01:00,5534.63708,0.57,2453.6,197
01-23 05:00:00+01:00,5856.651606,0.57,2474.8,199.8
01-23 06:00:00+01:00,6186.707538,0.57,2488.9,224.6
01-23 07:00:00+01:00,6169.103916,841.56,2470.1,283.2
01-23 08:00:00+01:00,6150.766896,1483.8,2449.7,281
01-23 09:00:00+01:00,6135.176753,1958.4,2403.7,255.4
01-23 10:00:00+01:00,6083.478297,2189.4,2218.4,244
01-23 11:00:00+01:00,6058.88295,2342.6,2203.6,252
01-23 12:00:00+01:00,6043.26174,2387.6,2282.8,236.2
01-23 13:00:00+01:00,5970.073817,2255.4,2193.9,247
01-23 14:00:00+01:00,5935.367848,1954.6,2047,252.4
01-23 15:00:00+01:00,5916.514242,1391.8,1932.6,305.2
01-23 16:00:00+01:00,6002.487153,97.55,1496.6,354
01-23 17:00:00+01:00,6453.577449,0.57,1037.9,367.8
01-23 18:00:00+01:00,6590.584027,0.57,1122.4,392.4
01-23 19:00:00+01:00,6520.337325,0.57,1390.6,386.6
01-23 20:00:00+01:00,6371.250287,0.57,1642.7,331.6
01-23 21:00:00+01:00,6083.659307,0.57,1725.9,265.8
01-23 22:00:00+01:00,5783.656143,0.57,2035.3,226
01-23 23:00:00+01:00,5541.987959,0.57,2187.2,225.2
01-24 00:00:00+01:00,5389.440614,0.57,2299.7,230.4
01-24 01:00:00+01:00,5333.009353,0.57,2200.7,257.8
01-24 02:00:00+01:00,5329.4274,0.57,1975.4,270.8
01-24 03:00:00+01:00,5376.805914,0.57,1824.4,296.6
01-24 04:00:00+01:00,5517.883828,0.57,1818.1,280.8
01-24 05:00:00+01:00,5824.134249,0.57,1726.5,263.4
01-24 06:00:00+01:00,6149.12147,0.57,1729.1,301.8
01-24 07:00:00+01:00,6133.551747,832.26,2192,357.8
01-24 08:00:00+01:00,6104.69365,1280.21,2160,353.2
01-24 09:00:00+01:00,6113.809063,1901.5,2307.6,352.4
01-24 10:00:00+01:00,6084.451497,2242,2346.9,360.6
01-24 11:00:00+01:00,6041.186868,2434.2,2291.9,356.8
01-24 12:00:00+01:00,5996.564489,2196,2056.7,351.8
01-24 13:00:00+01:00,5945.958385,2051.2,2232.3,357.2
01-24 14:00:00+01:00,5907.424559,1979.2,2192.7,341.6
01-24 15:00:00+01:00,5873.434375,1427.9,1985.9,354.2
01-24 16:00:00+01:00,5947.536502,126.64,1597,346.8
01-24 17:00:00+01:00,6355.927883,0.57,1419.6,413.2
01-24 18:00:00+01:00,6447.835923,0.57,1714.7,385.8
01-24 19:00:00+01:00,6350.968736,0.57,2298.6,344.6
01-24 20:00:00+01:00,6237.20423,0.57,2292.9,294.6
01-24 21:00:00+01:00,6043.657315,0.57,2177.8,265.4
01-24 22:00:00+01:00,5811.283669,0.57,1913,305.6
01-24 23:00:00+01:00,5590.423457,0.57,1746.6,253.6
01-25 00:00:00+01:00,5437.093446,0.57,1643.7,265.6
01-25 01:00:00+01:00,5375.0343,0.57,1633.1,272
01-25 02:00:00+01:00,5344.770203,0.57,1735.3,215.8
01-25 03:00:00+01:00,5365.9622,0.57,1273.5,182.6
01-25 04:00:00+01:00,5437.348706,0.57,1485.8,202.2
01-25 05:00:00+01:00,5577.775232,0.57,1726.6,169
01-25 06:00:00+01:00,5735.977849,0.57,2171.2,244.2
01-25 07:00:00+01:00,5760.333646,920.01,2298.4,354
01-25 08:00:00+01:00,5834.693021,1619.9,2446.8,362.6
01-25 09:00:00+01:00,5859.588449,2084.6,2479.7,361.6
01-25 10:00:00+01:00,5832.066793,2287.7,2457,365
01-25 11:00:00+01:00,5774.113775,2379.1,2480.4,371.2
01-25 12:00:00+01:00,5702.497298,2378,2497.3,363.2
01-25 13:00:00+01:00,5621.010847,2269.1,2482.9,365
01-25 14:00:00+01:00,5566.311976,2011.4,2479.5,364.8
01-25 15:00:00+01:00,5555.100087,1416.3,2468,444.6
01-25 16:00:00+01:00,5658.631461,139,2402.3,461
01-25 17:00:00+01:00,6080.453764,0.57,1881.7,439.6
01-25 18:00:00+01:00,6227.143329,0.57,2098.1,438.8
01-25 19:00:00+01:00,6170.573769,0.57,2151,361.6
01-25 20:00:00+01:00,6075.344711,0.57,2278.1,264.6
01-25 21:00:00+01:00,5921.171298,0.57,2455.8,220.4
01-25 22:00:00+01:00,5741.993112,0.57,2491.1,211.6
01-25 23:00:00+01:00,5568.094947,0.57,2483.6,164.8
01-26 00:00:00+01:00,5417.912095,0.57,2479.1,167.2
01-26 01:00:00+01:00,5342.324969,0.57,2476.2,167.2
01-26 02:00:00+01:00,5314.083815,0.57,2472.1,259.2
01-26 03:00:00+01:00,5329.002804,0.57,2464.7,235.4
01-26 04:00:00+01:00,5371.514928,0.57,2431.3,217.4
01-26 05:00:00+01:00,5487.076048,0.57,2344.7,221.2
01-26 06:00:00+01:00,5594.630016,0.57,2150.4,320.2
01-26 07:00:00+01:00,5597.234433,931.61,1925.6,326
01-26 08:00:00+01:00,5625.550972,1530,1811.7,364.8
01-26 09:00:00+01:00,5630.324726,1885.6,2089.3,377.8
01-26 10:00:00+01:00,5592.655918,2302.7,1844.9,376.8
01-26 11:00:00+01:00,5554.021192,2364.8,1432.7,369.6
01-26 12:00:00+01:00,5505.701322,2337.5,1180.7,371
01-26 13:00:00+01:00,5469.815185,2224,968.1,366.4
01-26 14:00:00+01:00,5449.269055,1986.6,820.4,364.8
01-26 15:00:00+01:00,5460.11432,1408.3,1322.3,461.6
01-26 16:00:00+01:00,5590.973894,157.79,1729.2,484.4
01-26 17:00:00+01:00,6056.646807,0.57,742.9,511.6
01-26 18:00:00+01:00,6211.133524,0.57,1342.2,459.8
01-26 19:00:00+01:00,6170.098799,0.57,1931.8,368.8
01-26 20:00:00+01:00,6074.089208,0.57,2044.6,373.2
01-26 21:00:00+01:00,5885.741301,0.57,2131.3,401.6
01-26 22:00:00+01:00,5627.424537,0.57,2221.6,378.6
01-26 23:00:00+01:00,5440.915363,0.57,2377.2,230.8
01-27 00:00:00+01:00,5311.307365,0.57,2450.7,206.4
01-27 01:00:00+01:00,5265.959753,0.57,2490.7,257.8
01-27 02:00:00+01:00,5271.899006,0.57,2487.9,260.2
01-27 03:00:00+01:00,5326.013534,0.57,2395.2,224.2
01-27 04:00:00+01:00,5488.741437,0.57,2388.8,221
01-27 05:00:00+01:00,5833.825255,0.57,2441,185.4
01-27 06:00:00+01:00,6171.206751,0.57,2483.8,287.6
01-27 07:00:00+01:00,6150.339425,947.2,2497.6,363.4
01-27 08:00:00+01:00,6133.641599,1705.7,2494.4,386.4
01-27 09:00:00+01:00,6121.941175,2066.5,2383.2,386
01-27 10:00:00+01:00,6098.36543,2282.1,2361.3,363.8
01-27 11:00:00+01:00,6079.19025,2380.7,2479.7,349.6
01-27 12:00:00+01:00,6050.720651,2366.6,2501.2,358.6
01-27 13:00:00+01:00,6014.895379,2241.2,2505.8,372.6
01-27 14:00:00+01:00,5992.591284,1959.5,2501.6,382
01-27 15:00:00+01:00,5946.411032,1434,2496.4,434.8
01-27 16:00:00+01:00,6018.812901,179.28,2352.1,428
01-27 17:00:00+01:00,6426.682569,0.57,1956.2,428.4
01-27 18:00:00+01:00,6569.068031,0.57,2139.7,346.4
01-27 19:00:00+01:00,6478.011981,0.57,2431.8,383.6
01-27 20:00:00+01:00,6316.11997,0.57,2391.2,389.2
01-27 21:00:00+01:00,6025.996469,0.57,2393.5,389.2
01-27 22:00:00+01:00,5706.451695,0.57,2404.3,365.6
01-27 23:00:00+01:00,5467.443089,0.57,2450.4,246.8
01-28 00:00:00+01:00,5288.059837,0.57,2486,188.6
01-28 01:00:00+01:00,5223.23739,0.57,2481.3,279.8
01-28 02:00:00+01:00,5217.479865,0.57,2484.7,273.8
01-28 03:00:00+01:00,5257.095718,0.57,2471.8,263
01-28 04:00:00+01:00,5408.959996,0.57,2470.5,259
01-28 05:00:00+01:00,5708.884037,0.57,2440.9,286.6
01-28 06:00:00+01:00,5994.943691,0.57,2403.6,289.4
01-28 07:00:00+01:00,5967.575046,895.81,2304,344.6
01-28 08:00:00+01:00,5959.008095,1542.1,2126.9,353.2
01-28 09:00:00+01:00,5988.770225,2050.8,1868.4,361.6
01-28 10:00:00+01:00,6006.27291,2167.9,1712.1,374
01-28 11:00:00+01:00,5991.951637,2274.8,1221.4,364.4
01-28 12:00:00+01:00,5970.777872,2138.1,905.3,361.2
01-28 13:00:00+01:00,5939.457888,2010.7,1026.2,395
01-28 14:00:00+01:00,5880.21859,1951.8,1030.3,455.2
01-28 15:00:00+01:00,5857.844212,997.21,1674.2,453.2
01-28 16:00:00+01:00,5913.59163,179.1,1258,438
01-28 17:00:00+01:00,6303.286038,0.57,1144.5,436.8
01-28 18:00:00+01:00,6429.665061,0.57,1634.4,334
01-28 19:00:00+01:00,6343.068482,0.57,951.8,334.4
01-28 20:00:00+01:00,6190.709874,0.57,1982.8,326.4
01-28 21:00:00+01:00,5921.282375,0.57,1975.3,313.2
01-28 22:00:00+01:00,5626.746354,0.57,1989.7,234.8
01-28 23:00:00+01:00,5416.469389,0.57,2431.5,307.2
01-29 00:00:00+01:00,5299.305951,0.57,2464.1,208.8
01-29 01:00:00+01:00,5248.676405,0.57,2474.6,252
01-29 02:00:00+01:00,5230.15026,0.57,2483.5,251.2
01-29 03:00:00+01:00,5273.36628,0.57,2489,224.2
01-29 04:00:00+01:00,5416.755998,0.57,2471.3,215.2
01-29 05:00:00+01:00,5698.642104,0.57,2495.7,235.6
01-29 06:00:00+01:00,5961.831226,0.57,2494.2,294.8
01-29 07:00:00+01:00,6020.724875,933.71,2488.2,381
01-29 08:00:00+01:00,6025.266204,1492.8,2488.6,385.6
01-29 09:00:00+01:00,6048.751816,2112.5,2480.3,379.2
01-29 10:00:00+01:00,6061.279742,2318.8,2483.7,387.4
01-29 11:00:00+01:00,6040.222657,2408.5,2490.9,466.4
01-29 12:00:00+01:00,6021.395895,2401.5,2488.8,457.8
01-29 13:00:00+01:00,6009.27566,2260.6,2486.6,458.8
01-29 14:00:00+01:00,5987.841382,1982.3,2486.4,474.4
01-29 15:00:00+01:00,5959.649202,1354.9,2473.5,470
01-29 16:00:00+01:00,5990.123781,209.6,2454.3,466.4
01-29 17:00:00+01:00,6361.182483,0.57,2218.1,375.2
01-29 18:00:00+01:00,6510.503675,0.57,2317.7,392
01-29 19:00:00+01:00,6430.927264,0.57,2362.6,290
01-29 20:00:00+01:00,6277.0798,0.57,2391.2,286.8
01-29 21:00:00+01:00,6006.675317,0.57,2220.8,282
01-29 22:00:00+01:00,5697.566249,0.57,2066.8,263
01-29 23:00:00+01:00,5478.903296,0.57,2066.5,223.4
01-30 00:00:00+01:00,5316.617122,0.57,2297.9,231.8
01-30 01:00:00+01:00,5263.302223,0.57,2443.7,222.2
01-30 02:00:00+01:00,5251.016401,0.57,2433.3,197.8
01-30 03:00:00+01:00,5299.219269,0.57,2349,214.2
01-30 04:00:00+01:00,5441.740262,0.57,2449.4,185.8
01-30 05:00:00+01:00,5747.774681,0.57,2458.3,242.2
01-30 06:00:00+01:00,6027.499668,0.57,2425.9,210.4
01-30 07:00:00+01:00,6047.32516,967.5,2445.3,302.2
01-30 08:00:00+01:00,6035.56039,1744.2,2452.1,279.6
01-30 09:00:00+01:00,6039.659265,2136.7,2449.4,366.6
01-30 10:00:00+01:00,6042.29464,2350.6,2257.2,384.8
01-30 11:00:00+01:00,6030.710893,2443.5,2120.1,383.4
01-30 12:00:00+01:00,6022.651697,2419.6,1812.3,379.2
01-30 13:00:00+01:00,6016.431812,2292.8,1548.8,372.6
01-30 14:00:00+01:00,5999.393566,2010.4,1323.7,372.2
01-30 15:00:00+01:00,5967.385217,1451.7,878,453.6
01-30 16:00:00+01:00,6003.090247,238.8,496.7,398
01-30 17:00:00+01:00,6398.814573,0.57,1577,306.4
01-30 18:00:00+01:00,6548.581282,0.57,1747.1,225
01-30 19:00:00+01:00,6458.309788,0.57,1786.9,224.8
01-30 20:00:00+01:00,6254.573102,0.57,2032.8,234.2
01-30 21:00:00+01:00,5974.573353,0.57,2130.6,225.8
01-30 22:00:00+01:00,5668.685815,0.57,1949.3,218.2
01-30 23:00:00+01:00,5434.738011,0.57,2075.9,217.4
01-31 00:00:00+01:00,5275.532424,0.57,2119.5,183.6
01-31 01:00:00+01:00,5211.972939,0.57,1798.1,219.4
01-31 02:00:00+01:00,5196.418435,0.57,1771.5,201.6
01-31 03:00:00+01:00,5241.846488,0.57,1686.2,206.2
01-31 04:00:00+01:00,5358.491517,0.57,1432.5,191.8
01-31 05:00:00+01:00,5640.755257,0.57,1264.4,182.4
01-31 06:00:00+01:00,5930.730029,0.57,1008.6,185.4
01-31 07:00:00+01:00,5938.828323,972.1,632.2,219.4
01-31 08:00:00+01:00,5977.633431,1700.6,864.7,239.6
01-31 09:00:00+01:00,6021.830862,2089.8,625.9,249.4
01-31 10:00:00+01:00,6064.991446,2298.1,303.3,257.4
01-31 11:00:00+01:00,6069.987668,2365,137.5,326.6
01-31 12:00:00+01:00,6066.816482,2331.8,155.9,327.4
01-31 13:00:00+01:00,6068.608772,2220.3,72,326.8
01-31 14:00:00+01:00,6051.889188,2016.2,53.31,320.6
01-31 15:00:00+01:00,6015.342596,1447.8,138.1,326.2
01-31 16:00:00+01:00,6008.164459,264.37,410.5,326.6
01-31 17:00:00+01:00,6299.755812,0.57,259.4,319.2
01-31 18:00:00+01:00,6404.515224,0.57,1009.4,338.6
01-31 19:00:00+01:00,6287.384355,0.57,1622.9,204.2
01-31 20:00:00+01:00,6108.106466,0.57,1719.8,218.8
01-31 21:00:00+01:00,5901.826815,0.57,1695.1,216.6
01-31 22:00:00+01:00,5650.490626,0.57,1622.9,214.6
01-31 23:00:00+01:00,5450.848705,0.57,1858,175.8
02-01 00:00:00+01:00,5217.815979,0.57,1945.9,138.6
02-01 01:00:00+01:00,5137.166324,0.57,2106.5,149.8
02-01 02:00:00+01:00,5098.868678,0.57,2225.9,161
02-01 03:00:00+01:00,5093.48999,0.57,1983.2,153.4
02-01 04:00:00+01:00,5140.018577,0.57,2136.6,154.6
02-01 05:00:00+01:00,5267.30947,0.57,2429.3,198.8
02-01 06:00:00+01:00,5406.678908,0.57,2482.9,200.6
02-01 07:00:00+01:00,5463.09762,952.3,2480.7,208.2
02-01 08:00:00+01:00,5568.537637,1591.1,2497.7,234.4
02-01 09:00:00+01:00,5640.895757,2099.6,2506.5,322.6
02-01 10:00:00+01:00,5648.830355,2293.4,2445.6,328.2
02-01 11:00:00+01:00,5635.745645,2380.5,2294.6,324.4
02-01 12:00:00+01:00,5599.630307,2375,1934.9,315.8
02-01 13:00:00+01:00,5558.278297,2242.6,2484.4,302.2
02-01 14:00:00+01:00,5517.202263,1939.1,2452.8,302.4
02-01 15:00:00+01:00,5504.480033,1443.3,2437.4,310.8
02-01 16:00:00+01:00,5562.412336,276.92,1989.9,317.6
02-01 17:00:00+01:00,5926.428386,0.57,2248.5,235.2
02-01 18:00:00+01:00,6060.322934,0.57,2145,346.2
02-01 19:00:00+01:00,5981.778326,0.57,2015.3,294.8
02-01 20:00:00+01:00,5853.627424,0.57,1693.2,266.2
02-01 21:00:00+01:00,5693.538262,0.57,1820.8,220.2
02-01 22:00:00+01:00,5505.646316,0.57,1955.1,222.6
02-01 23:00:00+01:00,5327.653805,0.57,2090,187.4
02-02 00:00:00+01:00,5164.252836,0.57,2131.6,201.8
02-02 01:00:00+01:00,5081.858347,0.57,2107.7,155.4
02-02 02:00:00+01:00,5043.351298,0.57,2099.1,182.6
02-02 03:00:00+01:00,5027.857967,0.57,2193.3,174.6
02-02 04:00:00+01:00,5046.634812,0.57,2179.3,163
02-02 05:00:00+01:00,5121.214763,0.57,2158.8,219.4
02-02 06:00:00+01:00,5188.264455,12.95,2178.2,205.4
02-02 07:00:00+01:00,5228.252385,934.31,2150.8,260
02-02 08:00:00+01:00,5355.169801,1431.41,2066.4,285.8
02-02 09:00:00+01:00,5445.941467,2016.5,1860.7,368.4
02-02 10:00:00+01:00,5489.266948,2192.3,1519.2,373
02-02 11:00:00+01:00,5507.849233,2287,1316.5,369.2
02-02 12:00:00+01:00,5514.364905,2245.2,1043.8,381
02-02 13:00:00+01:00,5505.250575,2120.3,710.21,364.4
02-02 14:00:00+01:00,5482.616753,1872.3,309.7,376.6
02-02 15:00:00+01:00,5453.945102,1306.3,129.41,368
02-02 16:00:00+01:00,5465.217664,305.46,40.62,370.2
02-02 17:00:00+01:00,5778.432452,0.57,29.9,365.2
02-02 18:00:00+01:00,5963.787181,0.57,275.51,305
02-02 19:00:00+01:00,5977.557269,0.57,241.7,284.4
02-02 20:00:00+01:00,5901.409796,0.57,242.1,292.6
02-02 21:00:00+01:00,5692.148372,0.57,538.8,199.4
02-02 22:00:00+01:00,5452.136722,0.57,599.7,176.6
02-02 23:00:00+01:00,5262.317178,0.57,939.8,121.8
02-03 00:00:00+01:00,5130.582583,0.57,1093.11,199.8
02-03 01:00:00+01:00,5077.038791,0.57,1245.61,177.8
02-03 02:00:00+01:00,5060.803967,0.57,1304.41,219.6
02-03 03:00:00+01:00,5101.431203,0.57,1263.7,218.6
02-03 04:00:00+01:00,5238.557428,0.57,1168,226
02-03 05:00:00+01:00,5591.963283,0.57,1039.3,265
02-03 06:00:00+01:00,5930.662112,28.33,1067.5,257.4
02-03 07:00:00+01:00,5931.917581,960.61,1079.7,262.6
02-03 08:00:00+01:00,5946.995182,1647.3,933.9,282.6
02-03 09:00:00+01:00,5977.26422,2103.5,967.4,351.4
02-03 10:00:00+01:00,5992.478296,2344.3,713.7,364.4
02-03 11:00:00+01:00,5986.89478,2392.4,398.3,367
02-03 12:00:00+01:00,5971.784039,2299.3,454.6,364.2
02-03 13:00:00+01:00,5978.562287,2143.9,557.6,359.6
02-03 14:00:00+01:00,5968.105334,1856.9,428.1,384.2
02-03 15:00:00+01:00,5934.645416,1444.3,268.3,430.8
02-03 16:00:00+01:00,5975.367982,306.13,185.2,437.6
02-03 17:00:00+01:00,6355.828791,0.57,22,338.8
02-03 18:00:00+01:00,6505.81764,0.57,51.8,295.2
02-03 19:00:00+01:00,6403.68632,0.57,73.8,296
02-03 20:00:00+01:00,6238.887242,0.57,92.91,309.6
02-03 21:00:00+01:00,5950.677536,0.57,110.71,228.4
02-03 22:00:00+01:00,5636.325237,0.57,103.5,163.2
02-03 23:00:00+01:00,5394.388876,0.57,51.6,152.2
02-04 00:00:00+01:00,5233.698415,0.57,54.5,130.6
02-04 01:00:00+01:00,5158.232436,0.57,46.9,209.2
02-04 02:00:00+01:00,5140.066639,0.57,40.7,218.8
02-04 03:00:00+01:00,5171.564086,0.57,35.6,221
02-04 04:00:00+01:00,5328.497897,0.57,47.6,203.6
02-04 05:00:00+01:00,5681.440947,0.57,78.5,250.4
02-04 06:00:00+01:00,6017.087989,42.01,86.3,257.2
02-04 07:00:00+01:00,5987.964511,966.61,87.5,264.2
02-04 08:00:00+01:00,5973.295712,1639.1,106.9,278.4
02-04 09:00:00+01:00,5995.644859,2080.9,104.5,345.8
02-04 10:00:00+01:00,6000.22651,2156.1,79.4,326
02-04 11:00:00+01:00,6028.692186,2222.8,17.51,359.4
02-04 12:00:00+01:00,6017.349017,2156.3,4.01,352.4
02-04 13:00:00+01:00,6026.406077,2076.9,1.42,355
02-04 14:00:00+01:00,6023.819731,1862.9,0.52,350.4
02-04 15:00:00+01:00,5882.21547,1366.1,0.33,430
02-04 16:00:00+01:00,5867.987164,345.23,2,414.8
02-04 17:00:00+01:00,6344.47202,0.57,63.8,358.2
02-04 18:00:00+01:00,6515.71571,0.57,442.8,350.6
02-04 19:00:00+01:00,6424.374423,0.57,696.2,235.8
02-04 20:00:00+01:00,6205.226695,0.57,841.01,236.2
02-04 21:00:00+01:00,5931.539911,0.57,865.51,232.4
02-04 22:00:00+01:00,5625.455964,0.57,986.01,231.2
02-04 23:00:00+01:00,5370.886437,0.57,926.11,160.2
02-05 00:00:00+01:00,5199.049154,0.57,1128.7,152.6
02-05 01:00:00+01:00,5136.587487,0.57,1214.7,157.8
02-05 02:00:00+01:00,5110.630543,0.57,1355.5,158.6
02-05 03:00:00+01:00,5139.948638,0.57,1352.2,251.6
02-05 04:00:00+01:00,5274.786943,0.57,1285.4,237.8
02-05 05:00:00+01:00,5617.162656,0.57,1299.6,234.8
02-05 06:00:00+01:00,5922.661262,50.5,1331,245
02-05 07:00:00+01:00,5921.492955,971.61,1356.5,258.8
02-05 08:00:00+01:00,5938.716952,1473.71,1416.3,371.4
02-05 09:00:00+01:00,5982.921092,2017.1,1374.4,371.6
02-05 10:00:00+01:00,6026.991684,2297.3,1099.7,377.2
02-05 11:00:00+01:00,6062.692424,2378.9,592.2,373
02-05 12:00:00+01:00,6078.163232,2337.4,317.9,368.8
02-05 13:00:00+01:00,6091.026461,2224.3,203.2,370.6
02-05 14:00:00+01:00,6099.508746,1980.3,154.3,361.6
02-05 15:00:00+01:00,6077.69412,1459.6,101.51,450.4
02-05 16:00:00+01:00,6085.279837,352.03,47.11,441.2
02-05 17:00:00+01:00,6405.463307,0.57,14.72,446.8
